Table 1. Provisional cases of notifiable diseases by prefecture in Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9th week, 2018",,"Data collected as of March 7, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Ebola hemorrhagic fever,,Crimean-Congo hemorrhagic fever,,Smallpox,,South American hemorrhagic fever,,"Plague",,Marburg disease,,"Lassa fever",,Acute poliomyelitis,,Tuberculosis,,"Diphtheria",,"Severe Acute Respiratory Syndrome(SARS)",,Middle East Respiratory Syndrome Coronavirus,,Avian influenza H5N1,,Avian influenza H7N9,,Cholera,,Shigellosis,,Enterohemorrhagic Escherichia coli infection,,Typhoid fever,,"Paratyphoid fever",,Hepatitis E,,West Nile fever,,Hepatitis A,,Echinococcosis,,Yellow fever,,Psittacosis,,Omsk hemorrhagic fever,,Relapsing fever,,Kyasanur forest disease,,Q fever,,"Rabies",,Coccidioidomycosis,,Monkeypox,,Zika virus infection,,Severe Fever with Thrombocytopenia Syndrome(SFTS),,Hemorrhagic fever with renal syndrome,,Western equine encephalitis,,Tick-borne encephalitis,,Anthrax,,Chikungunya fever,,Scrub typhus(Tsutsugamushi disease),,Dengue fever,,Eastern equine encephalitis,,Avian influenza (exclud. Avian influenza both H5N1 and H7N9),,"Nipah virus infection",,Japanese spotted fever,,Japanese encephalitis,,Hantavirus pulmonary syndrome,,Herpes B virus infection,,Glanders,,Brucellosis,,Venezuelan equine encephalitis,,Hendra virus infection,,Epidemic typhus,,Botulism,,Malaria,,Tularemia,,Lyme disease,,"Lyssavirus infection(excluding rabies)",,Rift valley fever,,"Melioidosis",,"Legionellosis",,"Leptospirosis",,"Rocky mountain spotted fever",,"Amebiasis",,Viral hepatitis(excluding hepatitis A and E),,Carbapenem-resistant enterobacteriaceae infection,,Acute encephalitis(excluding JE and WNE),,Cryptosporidiosis,,Creutzfeldt-Jakob disease,,"Severe invasive streptococcal infections(TSLS)",,"Acquired immunodeficiency syndrome (AIDS)",,Giardiasis,,Invasive haemophilus influenzae infection,,Invasive meningococcal infection,,Invasive streptococcal pneumoniae infection,,Varicella (limited to hospiltalized case),,Congenital rubella syndrome,,Syphilis,,Disseminated cryptococcal infection,,Tetanus,,Vancomycin-resistant S. aureus infection,,Vancomycin-resistant Enterococcus infection,,Pertussis,,Rubella,,Measles,,Multiple drug-resistant Acinetobacter infection,
Osaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,225,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,15,0,1,3,25,1,8,0,0,0,1,1,8,2,15,0,1,3,16,0,1,3,57,0,3,0,0,15,168,0,0,0,0,0,0,0,2,1,33,0,0,0,0,0,0
Hyogo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,2,7,0,3,2,11,0,8,1,1,0,1,1,7,0,3,0,2,0,3,0,0,4,64,0,2,0,0,2,31,0,1,0,0,0,0,0,0,2,21,0,0,0,0,0,0
Nara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,7,0,1,0,0,2,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Wakayama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0
Tottori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
Shimane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Okayama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,2,0,0,1,4,0,1,0,0,0,0,1,5,1,3,0,0,0,0,0,0,2,13,0,0,0,0,2,24,0,1,0,0,0,0,0,0,1,20,0,0,0,0,0,0
Hiroshima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,2,1,4,0,9,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,4,0,5,0,0,2,28,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0
Yamaguchi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,13,0,0,0,0,1,7,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0
Tokushima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kagawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,9,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ehime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Kochi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,2,0,1,0,0,0,0,1,8,0,0,0,0,0,4,0,2,0,0,0,0,0,0,3,42,0,0,0,0,0,0
Fukuoka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,1,4,0,0,0,21,0,11,0,0,0,1,0,6,0,9,0,1,0,1,0,0,2,29,0,3,0,0,4,26,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0
Saga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nagasaki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,1,1,3,0,2,0,0,0,3,0,0,0,5,0,2,0,0,0,5,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0
Kumamoto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,8,0,0,0,0,2,16,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0
Oita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Miyazaki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0
Kagoshima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,5,0,10,0,2,1,1,0,0,0,1,0,0,0,3,0,0,2,7,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
Okinawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,12,0,0,0,0,2,3,0,3,0,0,1,8,0,0,0,25,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0
